input_text,target_text
კედმბრიჯი,კემბრიჯი
უკიდურესობის,უკიდურესობის
ქავთატ,ქავთარ
ქარაგმჯლი,ქარაგმული
მთობა,მთობა
დიდებულბეით,დიდებულებით
დავცხრთ,დავცხეთ
ათაშწლეულისან,ათასწლეულიდან
მეწამედის,მესამედის
ჩააბულლბა,ჩააბულბულა
აპამეელი,აპამეელი
სეიშალი,სეიშალი
გერნიისა,გენიისა
გლებოვისქ,გლებოვისა
ვიეტნწმის,ვიეტნამის
აგმოვსახავთ,გამოვსახავთ
ათდღიანი,ათდღიანი
გვესაჭიროებოდა,გვესაჭიროებოდა
გადაზიდაში,გადაზიდვაში
გაფრთხილებულმა,გაფრთხილებულმა
შაიკომ,შალიკომ
ადუფარზვი,დაუფარავი
გორჩალოს,ბორჩალოს
ოეხტე,ოესტე
მიყგავთ,მიგყავთ
ხელეჩო,ხელეჩო
ცილდბა,ცილდება
მექნებოდა,მექნებოდა
ნუსხების,ნუსხების
ხარკოვიდნ,ხარკოვიდან
მიაკუვა,მიაკუთვა
აშურს,ხაშურს
ანჯლავს,ანკლავს
იათრდება,ვითარდება
ვიაზიინ,ვიაზინი
თაოსნბოიშ,თაოსნობის
მოათვაზებაც,მოთავაზებაც
სოსრუკო,სოსრუკოს
ბეჩუნი,ბეჩუნი
ბვოლშვეიკი,ბოლშევიკი
წნულისზ,წნულის
აუარებელია,აუარებელია
საჯმევლიზ,საკმევლის
ნაგე,ჰაგე
რომელლღაცა,რომელიღაცა
უთანცმოების,უთანხმოების
აველაჯჟი,აველანჟი
მიოდრაგ,მიოდრაგ
ჩეხი,ჩეხი
იდენვებოდა,იდევნებოდა
დაიზხამთრს,დაიზამთრეს
საპირსპირფოდ,საპირისპიროდ
კითხვაც,კითხვაც
სქახელიან,სახელიანი
ჰეოდრიტე,თეოდორიტე
შეჯერევულუ,შეჯერებული
წარმოჩენზ,წარმოჩენა
მოიწრიშებმა,მოიერიშეებმა
აგიაშვკლები,აგიაშვილები
დუებლა,დუბელა
ტოოკკუ,ტოკოკუ
გლეხის,გლეხის
ლაუფერდე,ლაიფერდე
კომუნიკაციისგვი,კომუნიკაციისთვის
პორტერი,პორტერი
ბრაუნსვაუგი,ბრაუნშვაიგის
ივრძოლსო,იბრძოლოს
ჟვიალსა,ჟინვალსა
იობანე,იოვანე
მხედავთ,მხედავთ
მესახება,მესახება
ჰაანყოფის,განაყოფის
ბაგო,ბაბო
გაუჭრლს,გაუჭრის
მარაშლმა,მარშალმა
ზაქსებსი,საქსების
ლაპლაპებდა,ლაპლაპებდა
შეგნოებითი,შეგონებითი
ბაშალეჯიშვილი,ბაშალეიშვილი
არმიას,არმიას
ნაწირიც,ნაწილიც
სიბუიანისხ,სიბუიანის
ქროლიდურ,ქროლიდურ
განცხდაებსა,განცხადებას
იყსოო,იყოსო
უგდის,გუდის
სტირლინგში,სტირლინგში
ვობში,გობში
ლეისო,ელისო
გაჩერებუჰლია,გაჩერებულია
იდეაილ,იდეალი
სუხმეს,სუხმე
მინერალკოგიურკ,მინერალოგიური
ჰობი,ჰობსი
ფოტლგგაფია,ფოტოგრაფია
მდიდარსე,მდიდარს
დაროალის,დარიალის
ხმოვზნწაც,ხმოვანსაც
შეუძლეებლია,შეუძლებელია
კბეებთ,კიბეებით
მდქმნენ,მექმნენ
ჯაჭვჯ,ჯაჭვი
ელი,ელოი
დადიან,დადიან
გაანძრის,გაანძრიოს
კავუირ,კავური
ალეში,ჰალეში
ნაშლუსკს,ანშლუსის
დიზაინით,დიზაინით
ვისროლე,ვისროლე
დასმლუი,დასმული
მოლააგე,ამოალაგე
შემოესივნბნ,შემოესივნვნ
დააბრუეტ,დააბრუნეთ
დაეინტეყრესეინა,დაეინტერესებინა
ცუხივშიილ,ცუხიშვილი
ნაარში,ნახარში
აგიშნედეჰა,აგიშენდება
შევსწბის,შევსების
გამჩნევთ,გამჩნევთ
რუსთველო,რუსთველო
მქენნბჯიდა,მქენჯნიდა
მამფალი,მამფალი
ოუგანოში,ლუგანოში
ატტაშათი,არტაშატი
ემპ,მეპ
პიმრეანია,პომერანია
გადარვენსა,გადარჩენას
დაბრჰნების,დაბრუნების
აავდრდ,საავდროდ
წალენჯიიხს,წალენჯიხის
მუხრან,მუხრან
ცოლისძმას,ცოლისძმას
ფრიდურხი,ფრიდრიხი
სულოერებით,სულიერებით
ბრენერუს,ბრენერის
არებიც,ჯარებიც
მიდგომამდე,მიდგომამდე
მოხსნწს,მოხსნას
სტაციონარი,სტაციონარი
საზრაიეფეს,სარაითეფეს
ნებითა,ნებითა
შარაა,შარაა
გუყოლებიოათო,გაუყოლებიათო
პაჩოი,პაჩოლი
ფიზიასა,ფიზიკასა
პრისნტონის,პრინსტონის
ექსეპრიმენტი,ექსპერიმენტი
ხალხმრავალლ,ხალხმრავალი
ქველის,ქველის
არა,არს
აგრდუვალი,გარდუვალი
კუნიტაჩის,კუნიტაჩის
სინტაქსი,სინტაქსი
რეჩიტატიული,რეჩიტატიული
ინსტრუმენტალისთი,ინსტრუმენტალისტი
აშუღობის,აშუღობის
კაპიტანია,კაპიტანია
წყენად,წყენად
დემოკრატული,დემოკრატული
ბასა,ბასა
სინანულითა,სინანულითა
მორთუოლბა,მორთულობა
ვადეენებ,ვადეენებ
ძილია,ძილია
სქექსპედიჩიო,საექსპედიციო
თაარუსი,თამარისი
ფსვეოდ,ფსვედო
იმერრთლდან,იმერეთიდან
ნემსუსში,ნემასუსში
თიკი,თოკი
კენარი,კენარი
მოუქნერვს,მოუქნევს
კოაშ,კოშა
სიტიაშვილიუ,ქიტიაშვილი
ძააძუა,ძაძუა
ქდაალღების,ქადალღების
ეჭვიაობამ,ეჭვიანობამ
დათვაპე,დათვალე
აკთაურ,ალთაურ
დაკმაყოფილებულ,დაკმაყოფილებულ
ოიკის,ოილის
ოკნცეფია,კონცეფცია
ინრფასტუატურული,ინფრასტრუქტურული
გამოცანებიას,გამოცანებისა
სეწსეშეტს,სეშსეშეტს
წალილია,წაშლილია
სეუშვა,შეუშვა
კრხიფით,კრუხივით
გაბნრაზებულივით,გაბრაზებულივით
წარატებას,წარმატებას
ოგერლინის,ობერლინის
მოარბენინებდა,მოარბენინებდა
ქუეუაჰისა,ქუეყანისა
გოგნიათ,გგონიათ
მუხუირის,მუხურის
ხოსროსთან,ხოსროსთან
ბორგერ,ბირგერ
ბირაჟ,ბირჟა
ტუტურისტის,ფუტურისტის
ინფრომაციისთვის,ინფორმაციისთვის
კაერლია,კარელია
მოჭრეს,მოჭრეს
წინამორბედები,წინამორბედები
ხამიქნია,დამიქნია
გარჯბალდისა,გარიბალდისა
განახორციელოს,განახორციელოს
აგმოემჟღავჰებონა,გამოემჟღავნებინა
მოგვდევფნენ,მოგვდევდნენ
ავარეიბ,ავარები
აწრმაზისა,არმაზისა
გადააბარა,გადააბარა
ერცჰერცოგი,ერცჰერცოგი
ომოდეოს,ომოდეოს
ეშმსჯსაც,ეშმაკსაც
გაგხსენებოდა,გაგხსენებოდა
შევნიშნე,შევნიშნე
ქარყიის,ქარტიის
მნიუღდბლად,მიუღებლად
ათმაშზე,თამაშზე
შინდოსი,შინდოსი
ამოვისუნთქეთ,ამოვისუნთქეთ
თყნნისთვის,თუმნისთვის
ფონეტიიკს,ფონეტიკის
კომუნიკაციებისა,კომუნიკაციებისა
სალივანი,სალივანი
მალიორკსზე,მალიორკაზე
წითელხალათა,წითელხალათა
მაცე,მაცნე
მეფრინველეობის,მეფრინველეობის
იუპიტერის,იუპიტერის
შევაწყვეტნი,შევაწყვეტინე
თავდებგით,თავდებით
ერგებოდათ,ერგებოდათ
დაადასტურეს,დაადასტურეს
იყხენკოს,იუშენკოს
მოტუნი,მოტაუნი
ბაღეთბან,ბაღებთან
კონსტანტინოპოლს,კონსტანტინოპოლს
მაჩვი,მაჩვი
მოგახსეონ,მოგახსენო
ინტეგრცაიაც,ინტეგრაციაც
ზუღწბიქვილის,ზურაბიშვილის
ჩარხთშენებლობა,ჩარხთმშენებლობა
პესტუმი,პესტუმი
ტონებშიო,ტონებში
მემარჯვენეემა,მემარჯვენეემა
კავკასიონისა,კავკასიონისა
შედასდა,შეფასდა
აურენელი,აუარებელი
ფრაგები,ფრაგები
ანგლოფონების,ანგლოფონების
ეტლრან,ეტლთან
ბართ,ბარტ
ძალუფლებიზთვის,ძალაუფლებისათვის
მაჭახლური,მაჭახლური
გამამდლდერბელი,გამამდიდრებელი
გასიებული,გასიებული
რაფეზე,რაფებზე
კარიმი,კარინი
პოჟარსკი,პოჟარსკი
თავკსრხობა,თავკერძობა
ნაჩქარევად,ნაჩქარევად
რეაიბლიტირებული,რეაბილიტირებული
აღიანი,ათდღიანი
გქონდათ,გქონდათ
ნუმიზმატისა,ნუმიზმატისა
სიტლარაბი,სითლარაბი
ტპსიჰიკო,ტოსიჰიკო
ნავთობპროდუქტები,ნავთობპროდუქტები
დიზელის,დიზელის
ფაფაორნობად,ფანფარონობად
ორმოცდათორმეტი,ორმოცდათორმეტი
გადასცემენ,გადასცემენ
თვალისაგაბ,თვალისაგან
აგერიოთყ,აგერიოთ
მიეჩების,მედიჩების
ცოდვზ,ცოდვა
მედვეედვი,მედვედევი
დამამტკიცებელ,დამამტკიცებელ
მიაშველებს,მიაშველებს
მჭირდებოა,მჭირდებაო
მოგროვება,მოგროვება
გამოგადგეთ,გამოგადგეთ
ალანმითა,ალაგმითა
დათხვონა,დათხოვნა
პოგტს,პორტს
მაჯა,მაჯა
დაუღსლავი,დაუღალავი
წარმოსდგენაი,წარმოსადგენია
არხებიცდან,არხებიდან
ერთპიროვნული,ერთპიროვნული
ბუვალოში,ბუფალოში
წვეულებაზე,წვეულებაზე
იმანებს,ინანებს
კაჰცელარია,კანცელარია
დორშები,დროშები
სტრუქტურიას,სტრუქტურისა
მელისზე,მეჯლისზე
წამოწვნენ,წამოწვნენ
ფოლკმაროდე,ფოლკმაროდე
ლიბანიდან,ლიბანიდან
ოფისყან,ოფისთან
თითოჟერ,თითოჯერ
ძმისწული,ძმისწული
სიონეზ,სიონზე
მომეხდინა,მომეხდინა
აკორეჩია,ამოერჩია
მოიდაჰაეხს,მოიდანახეს
ფლოქი,ფლოქვი
დაფასებასთან,დაფასებასთან
თიხაიქლბეია,თიხაფიქლებია
დაძლევბის,დაძლევის
ტეტუნაშვლი,ტეტუნაშვილი
ხჩიძე,ხაჩიძე
მითარიზმის,მითრაიზმის
კაოსიკნს,კაოსიუნს
ანტონე,ანტონენ
სპარსელეფბა,სპარსელებმა
დისკუსიის,დისკუსიის
ბეატრიეის,ბეატრისის
ზელპავდა,ზელავდა
ტაიმმა,ტაიმმა
მპნსულტანტები,კონსულტანტები
ობორნისი,ობორინის
ვოკაზლიზისა,ვოკალიზმისა
ამბულწტოგუილ,ამბულატორიულ
აგმოფიტვიეა,გამოფიტვისა
ჯაოვშგილისა,ჯაოშვილისა
სმითლს,სმითის
აზუსჰებს,აზუსტებს
გარემოებების,გარემოებების
მაგონდება,მაგონდება
მედროშედ,მედროშედ
ყველასა,ყველასა
პირობიდან,პირობიდან
გაგიგეჰ,გაგიგებ
დრვოტლანტიკურ,ევროატლანტიკურ
პეოიდით,პეიოდით
შევძეილ,შევძელი
ღელავდა,ღელავდა
დააკაკუნა,დააკაკუნა
ევროზონას,ევროზონას
დედათსვენს,დედათქვენს
ჰყოლიათ,ჰყოლიათ
ათისითაც,თავისითაც
დანქშაული,დანაშაული
აღრხინებასს,აღორძინებასა
გაუფეს,გაუგეს
მთიშპირის,მთისპირის
იურისტები,იურისტები
დაბარნუა,დააბრუნა
საუზოგავად,დაუზოგავად
მონაკვეთით,მონაკვეთით
კიომუნად,კომუნად
მანერვიულებდა,მანერვიულებდა
ქურხული,ქურხული
თჰანასოფლლემა,თანასოფლელებმა
ლათიფ,ლათიფ
მსდარე,მსარე
ხერგინმქ,ხერგიანმა
ყური,ყური
იქრთობდა,იწრთობდა
ისტედის,ისტედის
ცერმლსადენი,ცრემლსადენი
სალაშქრდო,სალაშქროდ
მენის,მენის
წყლისგაჯ,წყლისგან
მოეფნა,მოეფინა
კუბკზმის,კუბიზმის
მაჟაო,მაჟალო
ხაშრუში,ხაშურში
დასაყრელად,დასაყრელად
არპერპსექტიული,არაპერსპექტიული
ვლაერინე,ვალერინე
მოწყვეთ,მოეწყვეთ
რესტორატორობა,რესტორატორობა
მწიგნობრობაჲ,მწიგნობრობაჲ
სვარააცი,სვარანაცი
წარწუმდსს,წარწყმდეს
სიფილიუსით,სიფილისით
ზრმაზის,არმაზის
მოთავაზებული,მოთავაზებული
დარბაზები,დარბაზები
დაარსნენ,დაარსდნენ
ჯეორჯიქნ,ჯეორჯიან
ქველთობისა,ქველთობისა
ორსულობა,ორსულობა
გამოეცხწად,გამოეცხადა
სარჩიმეილასთან,სარჩიმელიასთან
სსტბორე,სატბორე
ხაიზნაც,ხაზინაც
შსელერი,შელერი
სისტემატიურს,სისტემატიურს
რონალდ,რონალდ
ბრგადა,ბრიგადა
მაჩაოდ,მაჩადო
ალოფსი,ალფოსი
ქვეიტთა,ქვეითთა
აგმართლდ,გამართლდა
მომხედეო,მომხედეო
იტალიზ,იტალია
ვანსხვავებულ,განსხვავებულ
სპლნეებით,საპალნეებით
ბრტყჰელ,ბრტყელ
შემობრუნება,შემობრუნება
უყრანისეული,ყურანისეული
მინიატურების,მინიატურების
ეამხედველამდე,ზედამხედველამდე
პეტერბრგსა,პეტერბურგსა
ჭინჭი,ჭინჭი
ნიშანს,ნიშანს
მრაის,მარის
ჰექტსო,ჰექტოს
სტორიმანსი,სტორიმანსი
სტაფლო,სტაფილო
უეეჭელად,უეჭეელად
ზარზეჯმით,ზარზეიმით
მოხსენიებულია,მოხსენიებულია
გქფეანტა,გაეფანტა
გავწყვეტდი,გავწყვეტდი
თითოეულმა,თითოეულმა
ქანციწ,ქანცის
თკთქო,თითქო
კურიჯი,კულიჯი
გადაადგოლდებიან,გადაადგილდებიან
ლილებინაი,ლილვებიანი
რომაში,შრომაში
პარიზუის,პარიზიის
გოეპოლიტიკოსი,გეოპოლიტიკოსი
გამოკვლეცა,გამოკვლევა
დაიყო,დაიყო
შემაფერხებფლი,შემაფერხებელი
გორაზე,გორაზე
მოხედი,მოხვედი
გალსტუყკჯ,გალსტუკი
ჩიბურდანიძე,ჩიბურდანიძე
არტეკონი,არტემონი
მოიტანენ,მოიტანენ
უმადური,უმადური
დონეკცჯსა,დონეცკისა
ბეპრუსის,ბელორუსის
ნაციონალურმა,ნაციონალურმა
ხალპხებსი,ხალხების
გაეაკვეჰა,გადაკვეთა
ბოტანიკას,ბოტანიკას
კომპანიაზე,კომპანიაზე
ეპლსკოპსონი,ეპისკოპოსნი
ძალადობად,ძალადობად
ზვეკვიატე,ავეკვიატე
ეკონტროლლებინათ,ეკონტროლებინათ
წვენის,წვენის
ძმიდშილმა,ძმისშვილმა
ქრტემი,არტემი
კოღასინსკი,კრასინსკი
ხელმძღვანელობს,ხელმძღვანელობს
ატყავებდა,ატყავებდა
კერე,კერე
მოკუედს,მოკუდეს
მოხელისთვში,მოხელისთვის
ბორდონე,ბორდონე
ფენტროიდებთაჰ,ცენტროიდებთან
მორგ,მორიგ
რეკვიზიცილჰ,რეკვიზიციით
ლაინეირ,ლაინერი
სამშობლოდან,სამშობლოდან
ამდეიო,ამდენიო
მაპლნძლობა,მასპინძლობა
საჭარო,საჭარო
ლანკწში,ლანკაში
დაიჯერებდა,დაიჯერებდა
ოჩამჩირიდა,ოჩამჩირიდან
აერპპროტში,აეროპორტში
წლობით,წლობით
პედაგოგიურ,პედაგოგიურ
ხმოვათან,ხმოვანთან
სერიოზულობა,სერიოზულობა
შრომაში,შრომაში
გატანილია,გატანილია
მიტაცია,მიგრაცია
ქდრესატამ,ადრესატმა
ბაშკირეთი,ბაშკირეთი
კაილჯ,კაილი
ვიინგთა,ვიკინგთა
კიროზი,კრიოზი
ადესა,ადესა
ასტურია,დასტურია
რუდი,რუდი
ასტროლოფიამ,ასტროლოგიამ
მასავით,მასავით
გაკოთიშა,გამოთიშა
მჯსცემს,მისცემს
პროპაგანდას,პროპაგანდას
ჯვაირა,ჯვარია
ერნან,ერნან
ქორაის,ქორალის
ლიტვინენკპ,ლიტვინენკო
მესჰის,მესხის
ეკლსეიათაგან,ეკლესიათაგან
მივიამლე,მივიმალე
ქვაჩახია,ქვაჩახია
ამბიხეუბლებმქ,ამბოხებულებმა
ლკეგენჰდად,ლეგენდად
ქათინაურებს,ქათინაურებს
ჰაკოპ,ჰაკოპ
ვლაის,ვლასი
მიეჩიჰა,მიეჩინა
პურიიქთაა,პირიქითაა
გენერლაური,გენერალური
ისეთსა,ისეთისა
დაჩვაც,დაცვაც
მარკვევეგი,ნარკვევები
მინესოტაში,მინესოტაში
მიჰაცეებბი,მიტაცებები
ვირქი,ჩირქი
მღვიემიშ,მღვიმეში
თრედვი,თრეხვი
კითვები,კითხვები
ნსწილესბ,ნაწილებს
მარგარიტა,მარგარიტა
ადვადო,დავადო
ფლორენსე,ფლორენსე
სანდომიან,სანდომიან
ეესც,ესეც
ჰერნან,ჰერნან
რუსდბს,რუსებს
რლით,როლით
ეტხასი,ტეხასი
დევოლტს,დეფოლტს
რიცხობრივად,რიცხობრივად
სკამებე,სკამებზე
დარმწუნება,დარწმუნება
ხაა,ახა
შეუსრულა,შეუსრულა
კოლდცი,კოლოდცი
უიილარდ,უილარდ
კონპენსრიება,კომპენსირება
მიურატმა,მიურატმა
ლუხგანოს,ლუხვანოს
კეთილსინდისეირებას,კეთილსინდისიერებას
ხუან,ხუან
რქქ,რქა
გაიგოჭირდება,გაგიჭირდება
წნრის,ანრის
დაწყეუბლმქ,დაწყებულმა
უმიძნებ,უმიზნებ
დაიქირღავოის,დაიქირავოს
ფიდე,ფიდე
წაკითდილიდან,წაკითხულიდან
მითგავარის,მითაგვარია
უზენაფს,უზენაეს
ფელეტნობეი,ფელეტონები
დრეზდენს,დრეზდენს
ღვთინიე,ღვთისნიერ
ლიია,ილია
ენჯაბის,პენჯაბის
საქწაწვლებლების,სასწავლებლების
ალპვა,ალვა
ქონებით,ქონებით
გასადევნებლად,გასადევნებლად
ქისას,ქისას
სულდა,სულდა
ქველაიონი,ქვერაიონი
ამოვარდება,ამოვარდება
ნამაი,მამაი
პროოვსი,პროვოსი
ჯიბრნდა,მიბრუნდა
დაემორჩილებით,დაემორჩილებით
ვუზიარებდი,ვუზიარებდი
თავყრილობნასე,თავყრილობაზე
სახარჯო,სახარჯო
მომხმარებლის,მომხმარებლის
ოთხკუთახ,ოთხკუთხა
ნარის,ანრის
დამუძნებელა,დამფუძნებელს
როდენიუ,როდენი
აცმკსული,ცამოსული
გაწმოზვლინა,გამოავლინა
მეჩეთში,მეჩეთში
ბლიუზის,ბლიუზის
აბრთლმი,ბართელმი
სხივბეი,სხივები
ნატაილ,ნატალი
ცთიმილი,ცთომილი
ლონდონიდსნ,ლონდონიდან
რაღქ,რაღა
ვითარეიბსგნა,ვითარებისგან
უბინაოდ,უბინაოდ
გოეთესეუკი,გოეთესეული
მოლკლას,მოკლას
მახვილით,მახვილით
ფდაიბურგში,ფრაიბურგში
შიოვშილი,შიოშვილი
აკკვიატა,აიკვიატა
სციმონჯშვილი,სვიმონიშვილი
ეასპედიციები,ექსპედიციები
ფაუდგინედს,დაუდგინეს
ბოშრუში,ბოშურში
გათანაბრებოდა,გათანაბრებოდა
ჟინგალიას,ჟინვალისა
გასესეხ,გასესხე
კონარრი,კონრარი
ვეშველებოდით,ვეშველებოდით
კარბელაშვილმა,კარბელაშვილმა
სფროცის,სტროცის
დიურას,დიურასი
იხლიავბდა,იხილავდა
იფლსოფიამ,ფილოსოფიამ
ოს,ტოს
დათვებმა,დათვებმა
ტარხუნა,ტარხუნა
კლდეწბლთ,კლდეებით
იცავ,იცავს
იჟდეს,იჯდეს
ზლეანჯდიის,ზელანდიის
ჯერჯერობით,ჯერჯერობით
ხვთისშვილებმა,ხვთისშვილებმა
ფრაქცი,ფრაქცია
კულმინაცას,კულმინაციას
ოცისა,ოცისამ
ტიუცორეჰის,ტიუდორების
ალმოდებული,ალმოდებული
დამანებე,დამანებე
ადმირაოი,ადმირალი
ბლოშფვიკური,ბოლშევიკური
არექსანდრილეი,ალექსანდრიელი
იბჭიევიჩ,ბიჭიევიჩ
მოხვედრია,მოხვედრია
ჯაის,კაის
ჩუჩხა,ჩუნჩხა
თალადე,თალასე
წსუხხარ,სწუხხარ
მამფორია,მამფორია
დასამთავრებელი,დასამთავრებელი
ავლევის,ავლევის
კარლონ,მარლონ
არაპოპულარობის,არაპოპულარობის
შევიწროვებული,შევიწროვებული
არგარეტ,მარგარეტ
კალენდარს,კალენდარს
ჯაკრინა,მაკრინა
მოოინცებება,მოიოცნებებდა
აითზრთან,აიტართან
მცდელობების,მცდელობების
მოიხელთა,მოიხელთა
ომკირწჭყლურმა,მოკირწყლულმა
ტანკფედუ,ტანკრედუ
ღლაპმა,ღლაპმა
კოლიტისოდენა,კოლოფისოდენა
განუხორციელებელი,განუხორციელებელი
მომზადდებოდა,მომზადდებოდა
ადამიანებისთვის,ადამიანებისთვის
ექკმად,ექიმად
არისი,ჰარისი
მხდიან,მხდიან
სემფაორს,სემაფორს
ზეწია,აეწია
უსეინქენდკ,უსეინქენდი
არდისაცგური,რადიოსადგური
ჩაჰქონდათ,ჩაჰქონდათ
ვენეციასთან,ვენეციასთან
ვახტაძე,ბახტაძე
სიგნალები,სიგნალები
აღმქარებელიწ,აღმსარებელისა
ღირსმოაწმენი,ღირსმოწამენი
ენთუზკასტთა,ენთუზიასტთა
გაიდოდნენ,გადიოდნენ
დისტანცუის,დისტანციის
იჭენდა,იჩენდა
კინოსახიბოი,კინომსახიობი
ბაიები,ბაიები
აიოღ,აიღო
ტბროის,ტბორის
დამინახფს,დამინახავს
კატარკს,კატარის
ცაილინვერი,ცაილინგერი
ძალდატანება,ძალდატანება
იუჯ,იუნ
გამოართვი,გამოართვი
რიბეკეი,რიბეეკი
გამოასწლმეს,გამოასალმეს
ადეკრანცი,ადელკრანცი
ჰუიხონგი,ჰუიცონგი
დაბამდე,დაბამდე
მიჰყიდის,მიჰყიდის
სპეციალრუად,სპეციალურად
წაყლვანს,წაიყვანს
შარფცი,შარეცი
გააფორმსს,გააფორმეს
აუცილესბელნი,აუცილებელნი
ყააღობა,ყაჩაღობა
კჯნძებთანვე,კუნძებთანვე
გააკეთოთ,გააკეთოთ
აღმენიშნა,აღმენიშნა
სუსხს,სუსხს
ჰანებში,ხანებში
მურვან,მურვან
დრმაატურგი,დრამატურგი
ისხედით,ისხედით
გარსონი,გარსონი
შევდეთი,შევდეთი
ფრენკ,ფრენკ
დაშინელბუი,დაშინებული
დააშავსბს,დააშავებს
ლონჩო,პონჩო
ოკლულებიც,მოკლულებიც
ვაშინგტონში,ვაშინგტონში
გუსტავუს,გუსტავუს
სპარსელებვი,სპარსელები
ჩვენებებიც,ჩვენებებიც
ამწუხაროც,სამწუხაროდ
კოაქლაქეობრივი,მოქალაქეობრივი
შამპლეიმს,შამპლეინმა
კუზარზდის,მუზარადის
ვუამბე,ვუამბე
ხთასწალოფანი,ხუთასწლოვანი
შარხუია,შარუხიას
სებასტი,სევასტი
ზნაჩტი,ზნაჩიტ
მცახოვარი,მაცხოვარი
კარილძწზე,კარიძეზე
ქლლერამ,ქოლერამ
უფრიესა,ფურიესა
ღეადავაგდე,გადავაგდე
ენობრიივ,ენობრივი
მღგიმფები,მღვიმეები
ჭუმგურიძემ,ჭუმბურიძემ
მგზბებაე,მგზნებარე
ომგახსენებ,მოგახსენებ
შემოზიდვას,შემოზიდვას
უკნფრის,უინფრის
ბენცამ,ბენცმა
ხელლბადაც,ხელობადაც
ციკლოპუირ,ციკლოპური
ვერაგობის,ვერაგობის
შეორის,შორის
ავიამოიერიშეები,ავიამოიერიშეები
ჯაპანის,ჯაპანის
სანფრომ,სანდრომ
მიაქციეთ,მიაქციეთ
სახრში,სახეში
საქმეზე,საქმეზე
ევროპაკ,ევროპამ
სმხლობელი,მახლობელი
მიობა,მოიბა
გაგუამელას,გაუგამელას
დროებში,დროებში
მომეხსენებინა,მომეხსენებინა
გამოილლვისა,გამოკვლელვისა
აგარკვიეს,გაარკვიეს
თხემებეზ,თხემებზე
ლოქბათანის,ლიოქბათანის
გრილიდა,გრილოდა
წვტომატიკის,ავტომატიკის
გასათვალიწსინებეილ,გასათვალისწინებელი
ასვლია,ასვლია
შულავერი,შულავერი
ადნჰემთწნ,არნჰემთან
რადიოსკოპები,რადიოსკოპები
ბრაუნი,ბრაუნი
ჰაბიბის,ჰაბიბის
ფიონუირ,ფიონური
კეა,კეა
ნაგმი,ნაღმი
ენინგორი,ლენინგორი
მთაწმიმდეფლს,მთაწმინდელს
სიცდენთ,აიცდენთ
მიურანმა,მიურანმა
ხურცძიე,ხურციძე
ადგილზევე,ადგილზევე
ბაჩანა,ბაჩანა
პირდაღებკებჯ,პირდაღებულები
სზვრანგეთზე,საფრანგეთზე
საჯინიგოცან,საჯინიბოდან
ხაზებს,ხაზებს
ამითი,ამითი
ღირსისა,ღირსისა
რაინოს,რაინის
არქტიკულს,არქტიკულს
დიონლსი,დიონოსი
კუზიაჯი,კუზიანი
შეცვალეხ,შეცვალეს
ფარიკაობაში,ფარიკაობაში
ეეეჰ,ეეეჰ
რაიხსტქგში,რაიხსტაგში
ვლობჯლიკი,ველობილიკი
წაშლა,წაშლას
ავღანეთიდან,ავღანეთიდან
უგლების,უღლების
ხარეების,მხარეების
ჩათვზლეთ,ჩათვალეთ
ორმნტიკოსებმა,რომანტიკოსებმა
ფორფიმ,ფორდიმ
სუვენჯფი,სუვენირი
მიცნობდა,მიცნობდა
ავუხსნათ,ავუხსნათ
მოაწიეს,მოაწიეს
კექსი,კექსი
ენ,ჟენ
ონტსია,მონტსია
ვაღაროთ,ვაღიაროთ
გამოსახავს,გამოსახავს
მახრაშვილი,მახარაშვილი
ატრუღა,ტარუღა
მლაწია,მოაწია
ძამიზვ,ძამიავ
რეაბილიტაიცისთვის,რეაბილიტაციისთვის
მოღვაცეობა,მოღვაწეობა
დაავდებულნი,დაავადებულნი
წაერთვოა,წაერთვაო
ბერნსტეინი,ბერნსტეინი
ვარაზისხევი,ვარაზისხევი
მჴეცთათვს,მჴეცთათვს
ოტ,კოტ
ლაშქრბოწბში,ლაშქრობებში
ყხსმებსა,თხემებსა
განხილული,განხილული
ვირგლა,ვირგლა
სოჟიწ,სოჟის
დინი,დინიშ
დამპალ,დამპალ
წრქუალსა,არქაულსა
პოტსდმაისა,პოტსდამისა
გამოსწურავენ,გამოსწურავენ
ბრალდებიი,ბრალდებითი
შეკრბს,შეკრბეს
გლიუკი,გლიუკი
განთსვსებუილა,განთავსებულია
კვარხითი,კვარხითი
ატომისტური,ატომისტური
იდორიტებითა,დიორიტებითა
წჭყობით,წყობით
გადაცდუვის,გადაცურვის
ქუჩულორიას,ქუჩულორიას
გიყუერბ,გიყურებ
მჟავნააძე,მჟავანაძე
არმიაზე,არმიაზე
ბრიჯთიშ,ბრითიშ
უგზოზე,უგზოზე
გამგფბელშ,გამგებელს
ადხვრიტეს,დახვრიტეს
ნეჰმეთ,მეჰმეთ
ოსებისა,ოსებისა
მუსს,მუსის
